"","NAME","NIC_PT","NIC_UB90","NIC_LB90","NIC_MOE","SEXCAT","NUI_PT","NUI_UB90","NUI_LB90","PCTIC_LB90","PCTIC_MOE","PCTIC_PT","PCTIC_UB90","PCTUI_PT","PCTUI_UB90","PCTUI_LB90","PCTUI_MOE","RACE_DESC","SEX_DESC","GEOCAT","GEOID","AGE_DESC","IPR_DESC","YEAR","NIPR_PT","RACECAT","AGECAT","IPRCAT","state"
"12","Iowa","1136416","1141263","1131569","4847","2","113200","118047","108353","90.5","0.4","90.9","91.3","9.1","9.5","8.7","0.4","All Races","Female Only","040","19000","Under 65 years","All Incomes","2012","1249616","0","0","0","19"
"13","Iowa","1146125","1151069","1141181","4944","2","107636","112580","102692","91.0","0.4","91.4","91.8","8.6","9.0","8.2","0.4","All Races","Female Only","040","19000","Under 65 years","All Incomes","2013","1253761","0","0","0","19"
"14","Iowa","1175268","1179485","1171051","4217","2","80934","85151","76717","93.3","0.3","93.6","93.9","6.4","6.7","6.1","0.3","All Races","Female Only","040","19000","Under 65 years","All Incomes","2014","1256202","0","0","0","19"
"15","Iowa","1195115","1198822","1191408","3707","2","63833","67540","60126","94.6","0.3","94.9","95.2","5.1","5.4","4.8","0.3","All Races","Female Only","040","19000","Under 65 years","All Incomes","2015","1258948","0","0","0","19"
"16","Iowa","1203617","1207031","1200203","3414","2","53610","57024","50196","95.4","0.3","95.7","96.0","4.3","4.6","4.0","0.3","All Races","Female Only","040","19000","Under 65 years","All Incomes","2016","1257227","0","0","0","19"
"17","Iowa","1996930","2003441","1990419","6511","0","190104","196615","183593","91.0","0.3","91.3","91.6","8.7","9.0","8.4","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2012","2187035","1","0","0","19"
"18","Iowa","1997970","2004736","1991204","6766","0","186079","192845","179313","91.2","0.3","91.5","91.8","8.5","8.8","8.2","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2013","2184049","1","0","0","19"
"19","Iowa","2034766","2040441","2029091","5675","0","138988","144663","133313","93.3","0.3","93.6","93.9","6.4","6.7","6.1","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2014","2173754","1","0","0","19"
"20","Iowa","2062819","2067677","2057961","4858","0","102520","107378","97662","95.1","0.2","95.3","95.5","4.7","4.9","4.5","0.2","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2015","2165339","1","0","0","19"
"21","Iowa","2061044","2065616","2056472","4572","0","88622","93194","84050","95.7","0.2","95.9","96.1","4.1","4.3","3.9","0.2","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2016","2149666","1","0","0","19"
"22","Iowa","1000017","1004634","995400","4617","1","102708","107325","98091","90.3","0.4","90.7","91.1","9.3","9.7","8.9","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2012","1102725","1","0","0","19"
"23","Iowa","997213","1002074","992352","4861","1","103641","108502","98780","90.2","0.4","90.6","91.0","9.4","9.8","9.0","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2013","1100854","1","0","0","19"
"24","Iowa","1018213","1022331","1014095","4118","1","77579","81697","73461","92.5","0.4","92.9","93.3","7.1","7.5","6.7","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2014","1095792","1","0","0","19"
"25","Iowa","1033276","1036819","1029733","3543","1","58542","62085","54999","94.3","0.3","94.6","94.9","5.4","5.7","5.1","0.3","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2015","1091818","1","0","0","19"
"26","Iowa","1032972","1036357","1029587","3385","1","51431","54816","48046","95.0","0.3","95.3","95.6","4.7","5.0","4.4","0.3","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2016","1084403","1","0","0","19"
"27","Iowa","996913","1001234","992592","4321","2","87397","91718","83076","91.5","0.4","91.9","92.3","8.1","8.5","7.7","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2012","1084310","1","0","0","19"
"28","Iowa","1000757","1005145","996369","4388","2","82438","86826","78050","92.0","0.4","92.4","92.8","7.6","8.0","7.2","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2013","1083195","1","0","0","19"
"29","Iowa","1016553","1020240","1012866","3687","2","61409","65096","57722","94.0","0.3","94.3","94.6","5.7","6.0","5.4","0.3","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2014","1077962","1","0","0","19"
"30","Iowa","1029543","1032586","1026500","3043","2","43978","47021","40935","95.6","0.3","95.9","96.2","4.1","4.4","3.8","0.3","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2015","1073521","1","0","0","19"
"31","Iowa","1028072","1030891","1025253","2819","2","37191","40010","34372","96.2","0.3","96.5","96.8","3.5","3.8","3.2","0.3","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2016","1065263","1","0","0","19"
"32","Iowa","70089","71136","69042","1047","0","10654","11701","9607","85.5","1.3","86.8","88.1","13.2","14.5","11.9","1.3","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2012","80743","2","0","0","19"
"33","Iowa","73439","74539","72339","1100","0","11354","12454","10254","85.3","1.3","86.6","87.9","13.4","14.7","12.1","1.3","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2013","84793","2","0","0","19"
"34","Iowa","80384","81436","79332","1052","0","8909","9961","7857","88.8","1.2","90.0","91.2","10.0","11.2","8.8","1.2","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2014","89293","2","0","0","19"
"35","Iowa","83861","84902","82820","1041","0","8533","9574","7492","89.7","1.1","90.8","91.9","9.2","10.3","8.1","1.1","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2015","92394","2","0","0","19"
"36","Iowa","89990","90865","89115","875","0","6422","7297","5547","92.4","0.9","93.3","94.2","6.7","7.6","5.8","0.9","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2016","96412","2","0","0","19"
"37","Iowa","35411","36160","34662","749","1","6176","6925","5427","83.3","1.8","85.1","86.9","14.9","16.7","13.1","1.8","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2012","41587","2","0","0","19"
"38","Iowa","37022","37842","36202","820","1","6649","7469","5829","82.9","1.9","84.8","86.7","15.2","17.1","13.3","1.9","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2013","43671","2","0","0","19"
"39","Iowa","40582","41388","39776","806","1","5424","6230","4618","86.4","1.8","88.2","90.0","11.8","13.6","10.0","1.8","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2014","46006","2","0","0","19"
"40","Iowa","42488","43282","41694","794","1","5099","5893","4305","87.6","1.7","89.3","91.0","10.7","12.4","9.0","1.7","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2015","47587","2","0","0","19"
"41","Iowa","46118","46768","45468","650","1","3881","4531","3231","90.9","1.3","92.2","93.5","7.8","9.1","6.5","1.3","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2016","49999","2","0","0","19"
"42","Iowa","34678","35327","34029","649","2","4478","5127","3829","86.9","1.7","88.6","90.3","11.4","13.1","9.7","1.7","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2012","39156","2","0","0","19"
"43","Iowa","36417","37068","35766","651","2","4705","5356","4054","87.0","1.6","88.6","90.2","11.4","13.0","9.8","1.6","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2013","41122","2","0","0","19"
"44","Iowa","39802","40375","39229","573","2","3485","4058","2912","90.6","1.3","91.9","93.2","8.1","9.4","6.8","1.3","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2014","43287","2","0","0","19"
"45","Iowa","41373","41950","40796","577","2","3434","4011","2857","91.0","1.3","92.3","93.6","7.7","9.0","6.4","1.3","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2015","44807","2","0","0","19"
"46","Iowa","43872","44370","43374","498","2","2541","3039","2043","93.4","1.1","94.5","95.6","5.5","6.6","4.4","1.1","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2016","46413","2","0","0","19"
"47","Iowa","117228","119504","114952","2276","0","35875","38151","33599","75.1","1.5","76.6","78.1","23.4","24.9","21.9","1.5","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2012","153103","3","0","0","19"
"48","Iowa","124521","126764","122278","2243","0","34051","36294","31808","77.1","1.4","78.5","79.9","21.5","22.9","20.1","1.4","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2013","158572","3","0","0","19"
"49","Iowa","135327","137400","133254","2073","0","27511","29584","25438","81.8","1.3","83.1","84.4","16.9","18.2","15.6","1.3","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2014","162838","3","0","0","19"
"50","Iowa","138961","141146","136776","2185","0","28360","30545","26175","81.8","1.3","83.1","84.4","16.9","18.2","15.6","1.3","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2015","167321","3","0","0","19"
"51","Iowa","146476","148533","144419","2057","0","24503","26560","22446","84.5","1.2","85.7","86.9","14.3","15.5","13.1","1.2","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2016","170979","3","0","0","19"
"52","Iowa","59665","61302","58028","1637","1","20886","22523","19249","72.1","2.0","74.1","76.1","25.9","27.9","23.9","2.0","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2012","80550","3","0","0","19"
"53","Iowa","64000","65605","62395","1605","1","19328","20933","17723","74.9","1.9","76.8","78.7","23.2","25.1","21.3","1.9","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2013","83328","3","0","0","19"
"54","Iowa","68975","70499","67451","1524","1","16165","17689","14641","79.2","1.8","81.0","82.8","19.0","20.8","17.2","1.8","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2014","85140","3","0","0","19"
"55","Iowa","70315","71919","68711","1604","1","16668","18272","15064","79.0","1.8","80.8","82.6","19.2","21.0","17.4","1.8","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2015","86983","3","0","0","19"
"56","Iowa","75046","76535","73557","1489","1","14180","15669","12691","82.4","1.7","84.1","85.8","15.9","17.6","14.2","1.7","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2016","89226","3","0","0","19"
"57","Iowa","57563","58972","56154","1409","2","14990","16399","13581","77.4","1.9","79.3","81.2","20.7","22.6","18.8","1.9","Hispanic (any race)","Female Only","040","19000","Under 65 years","All Incomes","2012","72553","3","0","0","19"
"58","Iowa","60521","61923","59119","1402","2","14723","16125","13321","78.5","1.9","80.4","82.3","19.6","21.5","17.7","1.9","Hispanic (any race)","Female Only","040","19000","Under 65 years","All Incomes","2013","75244","3","0","0","19"
"59","Iowa","66352","67596","65108","1244","2","11346","12590","10102","83.8","1.6","85.4","87.0","14.6","16.2","13.0","1.6","Hispanic (any race)","Female Only","040","19000","Under 65 years","All Incomes","2014","77698","3","0","0","19"
"60","Iowa","68646","69963","67329","1317","2","11692","13009","10375","83.8","1.6","85.4","87.0","14.6","16.2","13.0","1.6","Hispanic (any race)","Female Only","040","19000","Under 65 years","All Incomes","2015","80338","3","0","0","19"
"61","Iowa","71430","72683","70177","1253","2","10323","11576","9070","85.9","1.5","87.4","88.9","12.6","14.1","11.1","1.5","Hispanic (any race)","Female Only","040","19000","Under 65 years","All Incomes","2016","81753","3","0","0","19"
"62","Iowa","634527","642960","626094","8433","0","146691","152162","141220","80.5","0.7","81.2","81.9","18.8","19.5","18.1","0.7","All Races","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2012","781218","0","0","1","19"
"63","Iowa","630693","639266","622120","8573","0","139765","145437","134093","81.2","0.7","81.9","82.6","18.1","18.8","17.4","0.7","All Races","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2013","770458","0","0","1","19"
"64","Iowa","661168","669465","652871","8297","0","103308","108082","98534","85.9","0.6","86.5","87.1","13.5","14.1","12.9","0.6","All Races","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2014","764476","0","0","1","19"
"65","Iowa","660527","668755","652299","8228","0","80748","84928","76568","88.5","0.6","89.1","89.7","10.9","11.5","10.3","0.6","All Races","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2015","741275","0","0","1","19"
"66","Iowa","642805","651112","634498","8307","0","63292","66939","59645","90.5","0.5","91.0","91.5","9.0","9.5","8.5","0.5","All Races","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2016","706097","0","0","1","19"
"67","Iowa","299281","304565","293997","5284","1","74503","78126","70880","79.2","0.9","80.1","81.0","19.9","20.8","19.0","0.9","All Races","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2012","373784","0","0","1","19"
"68","Iowa","296348","301765","290931","5417","1","72767","76575","68959","79.3","1.0","80.3","81.3","19.7","20.7","18.7","1.0","All Races","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2013","369115","0","0","1","19"
"69","Iowa","309841","315155","304527","5314","1","55590","58885","52295","83.9","0.9","84.8","85.7","15.2","16.1","14.3","0.9","All Races","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2014","365431","0","0","1","19"
"70","Iowa","307908","313057","302759","5149","1","43320","46119","40521","86.9","0.8","87.7","88.5","12.3","13.1","11.5","0.8","All Races","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2015","351228","0","0","1","19"
"71","Iowa","301751","307022","296480","5271","1","34322","36835","31809","89.1","0.7","89.8","90.5","10.2","10.9","9.5","0.7","All Races","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2016","336073","0","0","1","19"
"72","Iowa","335247","340787","329707","5540","2","72188","75887","68489","81.4","0.9","82.3","83.2","17.7","18.6","16.8","0.9","All Races","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2012","407434","0","0","1","19"
"73","Iowa","334345","339976","328714","5631","2","66998","70780","63216","82.4","0.9","83.3","84.2","16.7","17.6","15.8","0.9","All Races","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2013","401343","0","0","1","19"
"74","Iowa","351327","356805","345849","5478","2","47718","50786","44650","87.3","0.7","88.0","88.7","12.0","12.7","11.3","0.7","All Races","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2014","399045","0","0","1","19"
"75","Iowa","352619","358032","347206","5413","2","37428","40096","34760","89.7","0.7","90.4","91.1","9.6","10.3","8.9","0.7","All Races","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2015","390047","0","0","1","19"
"76","Iowa","341054","346531","335577","5477","2","28970","31258","26682","91.6","0.6","92.2","92.8","7.8","8.4","7.2","0.6","All Races","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2016","370024","0","0","1","19"
"77","Iowa","491625","499276","483974","7651","0","105965","110648","101282","81.5","0.8","82.3","83.1","17.7","18.5","16.9","0.8","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2012","597590","1","0","1","19"
"78","Iowa","485128","492871","477385","7743","0","100455","105330","95580","82.0","0.8","82.8","83.6","17.2","18.0","16.4","0.8","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2013","585583","1","0","1","19"
"79","Iowa","503494","510920","496068","7426","0","72004","75937","68071","86.8","0.7","87.5","88.2","12.5","13.2","11.8","0.7","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2014","575498","1","0","1","19"
"80","Iowa","500667","507916","493418","7249","0","50715","53942","47488","90.2","0.6","90.8","91.4","9.2","9.8","8.6","0.6","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2015","551382","1","0","1","19"
"81","Iowa","477923","485399","470447","7476","0","39167","41981","36353","91.9","0.5","92.4","92.9","7.6","8.1","7.1","0.5","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2016","517090","1","0","1","19"
"82","Iowa","230516","235411","225621","4895","1","52314","55476","49152","80.4","1.1","81.5","82.6","18.5","19.6","17.4","1.1","White alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2012","282830","1","0","1","19"
"83","Iowa","225477","230488","220466","5011","1","51308","54664","47952","80.3","1.2","81.5","82.7","18.5","19.7","17.3","1.2","White alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2013","276785","1","0","1","19"
"84","Iowa","233684","238537","228831","4853","1","38200","41013","35387","84.9","1.0","85.9","86.9","14.1","15.1","13.1","1.0","White alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2014","271884","1","0","1","19"
"85","Iowa","230449","235098","225800","4649","1","27041","29320","24762","88.6","0.9","89.5","90.4","10.5","11.4","9.6","0.9","White alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2015","257490","1","0","1","19"
"86","Iowa","221714","226549","216879","4835","1","21411","23471","19351","90.4","0.8","91.2","92.0","8.8","9.6","8.0","0.8","White alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2016","243125","1","0","1","19"
"87","Iowa","261109","266275","255943","5166","2","53652","56945","50359","82.0","1.0","83.0","84.0","17.0","18.0","16.0","1.0","White alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2012","314760","1","0","1","19"
"88","Iowa","259651","264885","254417","5234","2","49147","52532","45762","83.0","1.1","84.1","85.2","15.9","17.0","14.8","1.1","White alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2013","308798","1","0","1","19"
"89","Iowa","269810","274856","264764","5046","2","33804","36456","31152","88.0","0.9","88.9","89.8","11.1","12.0","10.2","0.9","White alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2014","303614","1","0","1","19"
"90","Iowa","270218","275177","265259","4959","2","23674","25834","21514","91.2","0.7","91.9","92.6","8.1","8.8","7.4","0.7","White alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2015","293892","1","0","1","19"
"91","Iowa","256209","261283","251135","5074","2","17756","19567","15945","92.9","0.6","93.5","94.1","6.5","7.1","5.9","0.6","White alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2016","273965","1","0","1","19"
"92","Iowa","40631","41887","39375","1256","0","7606","8445","6767","82.5","1.7","84.2","85.9","15.8","17.5","14.1","1.7","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2012","48236","2","0","1","19"
"93","Iowa","42665","43988","41342","1323","0","8095","8978","7212","82.4","1.7","84.1","85.8","15.9","17.6","14.2","1.7","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2013","50760","2","0","1","19"
"94","Iowa","46348","47775","44921","1427","0","6174","7004","5344","86.7","1.5","88.2","89.7","11.8","13.3","10.3","1.5","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2014","52522","2","0","1","19"
"95","Iowa","46664","48089","45239","1425","0","5889","6693","5085","87.3","1.5","88.8","90.3","11.2","12.7","9.7","1.5","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2015","52553","2","0","1","19"
"96","Iowa","48933","50386","47480","1453","0","4266","4930","3602","90.8","1.2","92.0","93.2","8.0","9.2","6.8","1.2","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2016","53199","2","0","1","19"
"97","Iowa","19280","20153","18407","873","1","4219","4808","3630","79.6","2.4","82.0","84.4","18.0","20.4","15.6","2.4","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2012","23498","2","0","1","19"
"98","Iowa","20324","21249","19399","925","1","4601","5252","3950","79.0","2.5","81.5","84.0","18.5","21.0","16.0","2.5","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2013","24925","2","0","1","19"
"99","Iowa","21927","22942","20912","1015","1","3623","4250","2996","83.4","2.4","85.8","88.2","14.2","16.6","11.8","2.4","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2014","25550","2","0","1","19"
"100","Iowa","22283","23292","21274","1009","1","3401","4006","2796","84.5","2.3","86.8","89.1","13.2","15.5","10.9","2.3","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2015","25684","2","0","1","19"
"101","Iowa","23455","24467","22443","1012","1","2433","2910","1956","88.8","1.8","90.6","92.4","9.4","11.2","7.6","1.8","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2016","25888","2","0","1","19"
"102","Iowa","21351","22212","20490","861","2","3387","3942","2832","84.1","2.2","86.3","88.5","13.7","15.9","11.5","2.2","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2012","24738","2","0","1","19"
"103","Iowa","22341","23239","21443","898","2","3494","4049","2939","84.4","2.1","86.5","88.6","13.5","15.6","11.4","2.1","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2013","25835","2","0","1","19"
"104","Iowa","24421","25369","23473","948","2","2551","3035","2067","88.7","1.8","90.5","92.3","9.5","11.3","7.7","1.8","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2014","26972","2","0","1","19"
"105","Iowa","24381","25342","23420","961","2","2488","2969","2007","88.9","1.8","90.7","92.5","9.3","11.1","7.5","1.8","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2015","26869","2","0","1","19"
"106","Iowa","25478","26480","24476","1002","2","1833","2247","1419","91.8","1.5","93.3","94.8","6.7","8.2","5.2","1.5","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2016","27311","2","0","1","19"
"107","Iowa","64481","66605","62357","2124","0","25086","26859","23313","70.1","1.9","72.0","73.9","28.0","29.9","26.1","1.9","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2012","89567","3","0","1","19"
"108","Iowa","66792","68976","64608","2184","0","23663","25429","21897","71.9","1.9","73.8","75.7","26.2","28.1","24.3","1.9","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2013","90455","3","0","1","19"
"109","Iowa","70635","72841","68429","2206","0","19102","20731","17473","77.0","1.7","78.7","80.4","21.3","23.0","19.6","1.7","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2014","89737","3","0","1","19"
"110","Iowa","71580","73808","69352","2228","0","18623","20247","16999","77.7","1.7","79.4","81.1","20.6","22.3","18.9","1.7","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2015","90203","3","0","1","19"
"111","Iowa","71749","73971","69527","2222","0","15830","17351","14309","80.2","1.7","81.9","83.6","18.1","19.8","16.4","1.7","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","<= 200% of Poverty","2016","87579","3","0","1","19"
"112","Iowa","31465","32921","30009","1456","1","13958","15203","12713","66.8","2.5","69.3","71.8","30.7","33.2","28.2","2.5","Hispanic (any race)","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2012","45423","3","0","1","19"
"113","Iowa","33292","34805","31779","1513","1","12802","14040","11564","69.7","2.5","72.2","74.7","27.8","30.3","25.3","2.5","Hispanic (any race)","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2013","46094","3","0","1","19"
"114","Iowa","34546","36075","33017","1529","1","10688","11848","9528","74.0","2.4","76.4","78.8","23.6","26.0","21.2","2.4","Hispanic (any race)","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2014","45234","3","0","1","19"
"115","Iowa","34883","36423","33343","1540","1","10135","11263","9007","75.1","2.4","77.5","79.9","22.5","24.9","20.1","2.4","Hispanic (any race)","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2015","45018","3","0","1","19"
"116","Iowa","35110","36651","33569","1541","1","8499","9557","7441","78.2","2.3","80.5","82.8","19.5","21.8","17.2","2.3","Hispanic (any race)","Male Only","040","19000","Under 65 years","<= 200% of Poverty","2016","43609","3","0","1","19"
"117","Iowa","33016","34470","31562","1454","2","11128","12301","9955","72.2","2.6","74.8","77.4","25.2","27.8","22.6","2.6","Hispanic (any race)","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2012","44144","3","0","1","19"
"118","Iowa","33500","34992","32008","1492","2","10861","12036","9686","73.0","2.5","75.5","78.0","24.5","27.0","22.0","2.5","Hispanic (any race)","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2013","44361","3","0","1","19"
"119","Iowa","36089","37588","34590","1499","2","8414","9465","7363","78.8","2.3","81.1","83.4","18.9","21.2","16.6","2.3","Hispanic (any race)","Female Only","040","19000","Under 65 years","<= 200% of Poverty","2014","44503","3","0","1","19"
