"","NAME","NIC_PT","NIC_UB90","NIC_LB90","NIC_MOE","SEXCAT","NUI_PT","NUI_UB90","NUI_LB90","PCTIC_LB90","PCTIC_MOE","PCTIC_PT","PCTIC_UB90","PCTUI_PT","PCTUI_UB90","PCTUI_LB90","PCTUI_MOE","RACE_DESC","SEX_DESC","GEOCAT","GEOID","AGE_DESC","IPR_DESC","YEAR","NIPR_PT","RACECAT","AGECAT","IPRCAT","state"
"34","Iowa","1203617","1207031","1200203","3414","2","53610","57024","50196","95.4","0.3","95.7","96.0","4.3","4.6","4.0","0.3","All Races","Female Only","040","19000","Under 65 years","All Incomes","2016","1257227","0","0","0","19"
"35","Iowa","2046116","2062878","2029354","16762","0","218976","232580","205372","89.6","0.7","90.3","91.0","9.7","10.3","9.1","0.6","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2006","2265092","1","0","0","19"
"36","Iowa","2044220","2059947","2028493","15727","0","220900","235703","206097","89.5","0.7","90.2","90.9","9.8","10.5","9.1","0.7","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2007","2265120","1","0","0","19"
"37","Iowa","2012470","2019353","2005587","6883","0","198425","205308","191542","90.7","0.3","91.0","91.3","9.0","9.3","8.7","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2008","2210895","1","0","0","19"
"38","Iowa","2006741","2013640","1999842","6899","0","195020","201919","188121","90.8","0.3","91.1","91.4","8.9","9.2","8.6","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2009","2201761","1","0","0","19"
"39","Iowa","1989867","1996924","1982810","7057","0","209410","216467","202353","90.2","0.3","90.5","90.8","9.5","9.8","9.2","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2010","2199277","1","0","0","19"
"40","Iowa","1995610","2002679","1988541","7069","0","203835","210904","196766","90.4","0.3","90.7","91.0","9.3","9.6","9.0","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2011","2199445","1","0","0","19"
"41","Iowa","1996930","2003441","1990419","6511","0","190104","196615","183593","91.0","0.3","91.3","91.6","8.7","9.0","8.4","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2012","2187035","1","0","0","19"
"42","Iowa","1997970","2004736","1991204","6766","0","186079","192845","179313","91.2","0.3","91.5","91.8","8.5","8.8","8.2","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2013","2184049","1","0","0","19"
"43","Iowa","2034766","2040441","2029091","5675","0","138988","144663","133313","93.3","0.3","93.6","93.9","6.4","6.7","6.1","0.3","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2014","2173754","1","0","0","19"
"44","Iowa","2062819","2067677","2057961","4858","0","102520","107378","97662","95.1","0.2","95.3","95.5","4.7","4.9","4.5","0.2","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2015","2165339","1","0","0","19"
"45","Iowa","2061044","2065616","2056472","4572","0","88622","93194","84050","95.7","0.2","95.9","96.1","4.1","4.3","3.9","0.2","White alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2016","2149666","1","0","0","19"
"46","Iowa","1023687","1033871","1013503","10184","1","116016","124986","107046","88.9","0.9","89.8","90.7","10.2","11.0","9.4","0.8","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2006","1139703","1","0","0","19"
"47","Iowa","1023953","1033734","1014172","9781","1","118493","128009","108977","88.7","0.9","89.6","90.5","10.4","11.2","9.6","0.8","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2007","1142446","1","0","0","19"
"48","Iowa","1006499","1011568","1001430","5069","1","107846","112915","102777","89.8","0.5","90.3","90.8","9.7","10.2","9.2","0.5","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2008","1114345","1","0","0","19"
"49","Iowa","1002310","1007273","997347","4963","1","107718","112681","102755","89.9","0.4","90.3","90.7","9.7","10.1","9.3","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2009","1110027","1","0","0","19"
"50","Iowa","992923","997985","987861","5062","1","115686","120748","110624","89.1","0.5","89.6","90.1","10.4","10.9","9.9","0.5","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2010","1108609","1","0","0","19"
"51","Iowa","998679","1003647","993711","4968","1","110257","115225","105289","89.7","0.4","90.1","90.5","9.9","10.3","9.5","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2011","1108936","1","0","0","19"
"52","Iowa","1000017","1004634","995400","4617","1","102708","107325","98091","90.3","0.4","90.7","91.1","9.3","9.7","8.9","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2012","1102725","1","0","0","19"
"53","Iowa","997213","1002074","992352","4861","1","103641","108502","98780","90.2","0.4","90.6","91.0","9.4","9.8","9.0","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2013","1100854","1","0","0","19"
"54","Iowa","1018213","1022331","1014095","4118","1","77579","81697","73461","92.5","0.4","92.9","93.3","7.1","7.5","6.7","0.4","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2014","1095792","1","0","0","19"
"55","Iowa","1033276","1036819","1029733","3543","1","58542","62085","54999","94.3","0.3","94.6","94.9","5.4","5.7","5.1","0.3","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2015","1091818","1","0","0","19"
"56","Iowa","1032972","1036357","1029587","3385","1","51431","54816","48046","95.0","0.3","95.3","95.6","4.7","5.0","4.4","0.3","White alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2016","1084403","1","0","0","19"
"57","Iowa","1022429","1032240","1012618","9811","2","102960","111401","94519","90.0","0.9","90.9","91.8","9.1","9.9","8.3","0.8","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2006","1125390","1","0","0","19"
"58","Iowa","1020267","1029473","1011061","9206","2","102406","111075","93737","90.1","0.8","90.9","91.7","9.1","9.9","8.3","0.8","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2007","1122673","1","0","0","19"
"59","Iowa","1005971","1010551","1001391","4580","2","90579","95159","85999","91.3","0.4","91.7","92.1","8.3","8.7","7.9","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2008","1096550","1","0","0","19"
"60","Iowa","1004431","1009085","999777","4654","2","87303","91957","82649","91.6","0.4","92.0","92.4","8.0","8.4","7.6","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2009","1091733","1","0","0","19"
"61","Iowa","996944","1001545","992343","4601","2","93724","98325","89123","91.0","0.4","91.4","91.8","8.6","9.0","8.2","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2010","1090667","1","0","0","19"
"62","Iowa","996931","1001569","992293","4638","2","93578","98216","88940","91.0","0.4","91.4","91.8","8.6","9.0","8.2","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2011","1090509","1","0","0","19"
"63","Iowa","996913","1001234","992592","4321","2","87397","91718","83076","91.5","0.4","91.9","92.3","8.1","8.5","7.7","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2012","1084310","1","0","0","19"
"64","Iowa","1000757","1005145","996369","4388","2","82438","86826","78050","92.0","0.4","92.4","92.8","7.6","8.0","7.2","0.4","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2013","1083195","1","0","0","19"
"65","Iowa","1016553","1020240","1012866","3687","2","61409","65096","57722","94.0","0.3","94.3","94.6","5.7","6.0","5.4","0.3","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2014","1077962","1","0","0","19"
"66","Iowa","1029543","1032586","1026500","3043","2","43978","47021","40935","95.6","0.3","95.9","96.2","4.1","4.4","3.8","0.3","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2015","1073521","1","0","0","19"
"67","Iowa","1028072","1030891","1025253","2819","2","37191","40010","34372","96.2","0.3","96.5","96.8","3.5","3.8","3.2","0.3","White alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2016","1065263","1","0","0","19"
"68","Iowa","56370","57809","54931","1439","0","10787","12024","9550","81.8","2.1","83.9","86.0","16.1","17.9","14.3","1.8","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2006","67158","2","0","0","19"
"69","Iowa","59325","60565","58085","1240","0","10869","11995","9743","82.7","1.8","84.5","86.3","15.5","17.1","13.9","1.6","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2007","70194","2","0","0","19"
"70","Iowa","57969","58961","56977","992","0","8700","9692","7708","85.5","1.5","87.0","88.5","13.0","14.5","11.5","1.5","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2008","66668","2","0","0","19"
"71","Iowa","59233","60341","58125","1108","0","10120","11228","9012","83.8","1.6","85.4","87.0","14.6","16.2","13.0","1.6","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2009","69353","2","0","0","19"
"72","Iowa","65354","66460","64248","1106","0","11075","12181","9969","84.1","1.4","85.5","86.9","14.5","15.9","13.1","1.4","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2010","76429","2","0","0","19"
"73","Iowa","67899","68910","66888","1011","0","10737","11748","9726","85.0","1.3","86.3","87.6","13.7","15.0","12.4","1.3","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2011","78636","2","0","0","19"
"74","Iowa","70089","71136","69042","1047","0","10654","11701","9607","85.5","1.3","86.8","88.1","13.2","14.5","11.9","1.3","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2012","80743","2","0","0","19"
"75","Iowa","73439","74539","72339","1100","0","11354","12454","10254","85.3","1.3","86.6","87.9","13.4","14.7","12.1","1.3","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2013","84793","2","0","0","19"
"76","Iowa","80384","81436","79332","1052","0","8909","9961","7857","88.8","1.2","90.0","91.2","10.0","11.2","8.8","1.2","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2014","89293","2","0","0","19"
"77","Iowa","83861","84902","82820","1041","0","8533","9574","7492","89.7","1.1","90.8","91.9","9.2","10.3","8.1","1.1","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2015","92394","2","0","0","19"
"78","Iowa","89990","90865","89115","875","0","6422","7297","5547","92.4","0.9","93.3","94.2","6.7","7.6","5.8","0.9","Black alone, not Hispanic","Both Sexes","040","19000","Under 65 years","All Incomes","2016","96412","2","0","0","19"
"79","Iowa","28132","29035","27229","903","1","6057","6890","5224","79.7","2.6","82.3","84.9","17.7","20.1","15.3","2.4","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2006","34189","2","0","0","19"
"80","Iowa","29606","30369","28843","763","1","6146","6873","5419","80.7","2.1","82.8","84.9","17.2","19.2","15.2","2.0","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2007","35752","2","0","0","19"
"81","Iowa","28568","29302","27834","734","1","5195","5929","4461","82.4","2.2","84.6","86.8","15.4","17.6","13.2","2.2","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2008","33763","2","0","0","19"
"82","Iowa","29033","29833","28233","800","1","5924","6724","5124","80.8","2.3","83.1","85.4","16.9","19.2","14.6","2.3","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2009","34957","2","0","0","19"
"83","Iowa","32671","33489","31853","818","1","6506","7324","5688","81.3","2.1","83.4","85.5","16.6","18.7","14.5","2.1","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2010","39177","2","0","0","19"
"84","Iowa","34193","34942","33444","749","1","6448","7197","5699","82.3","1.8","84.1","85.9","15.9","17.7","14.1","1.8","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2011","40641","2","0","0","19"
"85","Iowa","35411","36160","34662","749","1","6176","6925","5427","83.3","1.8","85.1","86.9","14.9","16.7","13.1","1.8","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2012","41587","2","0","0","19"
"86","Iowa","37022","37842","36202","820","1","6649","7469","5829","82.9","1.9","84.8","86.7","15.2","17.1","13.3","1.9","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2013","43671","2","0","0","19"
"87","Iowa","40582","41388","39776","806","1","5424","6230","4618","86.4","1.8","88.2","90.0","11.8","13.6","10.0","1.8","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2014","46006","2","0","0","19"
"88","Iowa","42488","43282","41694","794","1","5099","5893","4305","87.6","1.7","89.3","91.0","10.7","12.4","9.0","1.7","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2015","47587","2","0","0","19"
"89","Iowa","46118","46768","45468","650","1","3881","4531","3231","90.9","1.3","92.2","93.5","7.8","9.1","6.5","1.3","Black alone, not Hispanic","Male Only","040","19000","Under 65 years","All Incomes","2016","49999","2","0","0","19"
"90","Iowa","28238","29043","27433","805","2","4730","5437","4023","83.3","2.4","85.7","88.1","14.3","16.4","12.2","2.1","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2006","32968","2","0","0","19"
"91","Iowa","29719","30408","29030","689","2","4723","5350","4096","84.3","2.0","86.3","88.3","13.7","15.5","11.9","1.8","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2007","34442","2","0","0","19"
"92","Iowa","29400","29981","28819","581","2","3505","4086","2924","87.5","1.8","89.3","91.1","10.7","12.5","8.9","1.8","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2008","32905","2","0","0","19"
"93","Iowa","30199","30869","29529","670","2","4196","4866","3526","85.9","1.9","87.8","89.7","12.2","14.1","10.3","1.9","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2009","34395","2","0","0","19"
"94","Iowa","32683","33337","32029","654","2","4568","5222","3914","85.9","1.8","87.7","89.5","12.3","14.1","10.5","1.8","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2010","37251","2","0","0","19"
"95","Iowa","33706","34293","33119","587","2","4289","4876","3702","87.2","1.5","88.7","90.2","11.3","12.8","9.8","1.5","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2011","37995","2","0","0","19"
"96","Iowa","34678","35327","34029","649","2","4478","5127","3829","86.9","1.7","88.6","90.3","11.4","13.1","9.7","1.7","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2012","39156","2","0","0","19"
"97","Iowa","36417","37068","35766","651","2","4705","5356","4054","87.0","1.6","88.6","90.2","11.4","13.0","9.8","1.6","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2013","41122","2","0","0","19"
"98","Iowa","39802","40375","39229","573","2","3485","4058","2912","90.6","1.3","91.9","93.2","8.1","9.4","6.8","1.3","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2014","43287","2","0","0","19"
"99","Iowa","41373","41950","40796","577","2","3434","4011","2857","91.0","1.3","92.3","93.6","7.7","9.0","6.4","1.3","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2015","44807","2","0","0","19"
"100","Iowa","43872","44370","43374","498","2","2541","3039","2043","93.4","1.1","94.5","95.6","5.5","6.6","4.4","1.1","Black alone, not Hispanic","Female Only","040","19000","Under 65 years","All Incomes","2016","46413","2","0","0","19"
"101","Iowa","81955","84770","79140","2815","0","31337","34031","28643","69.8","2.5","72.3","74.8","27.7","30.1","25.3","2.4","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2006","113292","3","0","0","19"
"102","Iowa","87914","90404","85424","2490","0","31160","33545","28775","71.7","2.1","73.8","75.9","26.2","28.2","24.2","2.0","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2007","119074","3","0","0","19"
"103","Iowa","89245","91303","87187","2058","0","29522","31580","27464","73.4","1.7","75.1","76.8","24.9","26.6","23.2","1.7","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2008","118767","3","0","0","19"
"104","Iowa","94407","96511","92303","2104","0","31809","33913","29705","73.1","1.7","74.8","76.5","25.2","26.9","23.5","1.7","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2009","126216","3","0","0","19"
"105","Iowa","106974","109208","104740","2234","0","36889","39123","34655","72.8","1.6","74.4","76.0","25.6","27.2","24.0","1.6","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2010","143863","3","0","0","19"
"106","Iowa","112237","114401","110073","2164","0","36244","38408","34080","74.1","1.5","75.6","77.1","24.4","25.9","22.9","1.5","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2011","148481","3","0","0","19"
"107","Iowa","117228","119504","114952","2276","0","35875","38151","33599","75.1","1.5","76.6","78.1","23.4","24.9","21.9","1.5","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2012","153103","3","0","0","19"
"108","Iowa","124521","126764","122278","2243","0","34051","36294","31808","77.1","1.4","78.5","79.9","21.5","22.9","20.1","1.4","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2013","158572","3","0","0","19"
"109","Iowa","135327","137400","133254","2073","0","27511","29584","25438","81.8","1.3","83.1","84.4","16.9","18.2","15.6","1.3","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2014","162838","3","0","0","19"
"110","Iowa","138961","141146","136776","2185","0","28360","30545","26175","81.8","1.3","83.1","84.4","16.9","18.2","15.6","1.3","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2015","167321","3","0","0","19"
"111","Iowa","146476","148533","144419","2057","0","24503","26560","22446","84.5","1.2","85.7","86.9","14.3","15.5","13.1","1.2","Hispanic (any race)","Both Sexes","040","19000","Under 65 years","All Incomes","2016","170979","3","0","0","19"
"112","Iowa","42447","44376","40518","1929","1","18893","20782","17004","66.1","3.1","69.2","72.3","30.8","33.9","27.7","3.1","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2006","61339","3","0","0","19"
"113","Iowa","45372","47024","43720","1652","1","18738","20361","17115","68.2","2.6","70.8","73.4","29.2","31.7","26.7","2.5","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2007","64110","3","0","0","19"
"114","Iowa","47035","48521","45549","1486","1","16655","18141","15169","71.5","2.3","73.8","76.1","26.2","28.5","23.9","2.3","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2008","63691","3","0","0","19"
"115","Iowa","49209","50743","47675","1534","1","18316","19850","16782","70.6","2.3","72.9","75.2","27.1","29.4","24.8","2.3","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2009","67525","3","0","0","19"
"116","Iowa","54105","55696","52514","1591","1","21642","23233","20051","69.3","2.1","71.4","73.5","28.6","30.7","26.5","2.1","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2010","75747","3","0","0","19"
"117","Iowa","56457","58010","54904","1553","1","21604","23157","20051","70.3","2.0","72.3","74.3","27.7","29.7","25.7","2.0","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2011","78061","3","0","0","19"
"118","Iowa","59665","61302","58028","1637","1","20886","22523","19249","72.1","2.0","74.1","76.1","25.9","27.9","23.9","2.0","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2012","80550","3","0","0","19"
"119","Iowa","64000","65605","62395","1605","1","19328","20933","17723","74.9","1.9","76.8","78.7","23.2","25.1","21.3","1.9","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2013","83328","3","0","0","19"
"120","Iowa","68975","70499","67451","1524","1","16165","17689","14641","79.2","1.8","81.0","82.8","19.0","20.8","17.2","1.8","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2014","85140","3","0","0","19"
"121","Iowa","70315","71919","68711","1604","1","16668","18272","15064","79.0","1.8","80.8","82.6","19.2","21.0","17.4","1.8","Hispanic (any race)","Male Only","040","19000","Under 65 years","All Incomes","2015","86983","3","0","0","19"
